Instructions_Loop.thisRepN,Instructions_Loop.thisTrialN,Instructions_Loop.thisN,Instructions_Loop.thisIndex,Instructions_Loop.ran,Top,Top_Bottom,TBMT_int,Middle_Top,Middle,Middle_Bottom,Bottom_Top,Bottom_Middle,Bottom,Photo,Mid_Photo,participant,session,date,expName,psychopyVersion,OS,frameRate,Redo_Instructions_Resp.keys,Redo_Instructions_Resp.rt,Practice_Responding.keys,Practice_Responding.corr,Practice_Responding.rt,Repeat_Loop.thisRepN,Repeat_Loop.thisTrialN,Repeat_Loop.thisN,Repeat_Loop.thisIndex,Repeat_Loop.ran,Practice_Loop.thisRepN,Practice_Loop.thisTrialN,Practice_Loop.thisN,Practice_Loop.thisIndex,Practice_Loop.ran,Prac_Scene,Scale,Prac_Ans,PracticeText,Warning_Sign.thisRepN,Warning_Sign.thisTrialN,Warning_Sign.thisN,Warning_Sign.thisIndex,Warning_Sign.ran,Encoding_Resp.keys,Encoding_Resp.rt,Item_Mem_Response,Item_Conf_Response,Src_LoopRun,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,Blocks.ran,Rec_Scene,RecAns,Src_Scene,SrcAns,Src_Resp.keys,Src_Resp.rt,Source_Mem_Response,Source_Conf_Response,Src_Blocks.thisRepN,Src_Blocks.thisTrialN,Src_Blocks.thisN,Src_Blocks.thisIndex,Src_Blocks.ran,Group_Order.thisRepN,Group_Order.thisTrialN,Group_Order.thisN,Group_Order.thisIndex,Group_Order.ran,blockFile,Src_blockFile
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,j,1.4739,1,1,1,,,,,,,,,,j,1.819,1,1,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,N1-9070_Rec.png,1,N1-9070_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,2.1284,0,2,0,0,3,3,3,1,E2-9340_Rec.png,0,E2-9340_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,1.1167,0,3,0,0,4,4,4,1,N2-7560_Rec.png,0,N2-7560Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,1.0705,0,3,0,0,5,5,5,1,E2-2900_1_Rec.png,0,E2-2900_1Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,1.5491,0,2,0,0,6,6,6,1,N2-7550_Rec.png,0,N2-7550_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.2265,1,3,1,,,,,,,,,,l,0.6534,1,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,N1-5390_Rec.png,1,N1-5390Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.3347,1,3,1,,,,,,,,,,k,2.0361,1,2,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,E1-3150_Rec.png,1,E1-3150_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,3.4323,1,2,1,,,,,,,,,,d,2.1994,0,1,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,E2-9582_Rec.png,0,E2-9582Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,1.9132,0,3,0,0,10,10,10,1,E2-9420_Rec.png,0,E2-9420_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.1479,1,3,1,,,,,,,,,,d,1.8541,0,1,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,N1-2485_Rec.png,1,N1-2485_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,2.1717,0,2,0,0,12,12,12,1,N2-7491_Rec.png,0,N2-7491Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.0227,1,3,1,,,,,,,,,,l,1.2811,1,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,E1-2691_Rec.png,1,E1-2691Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,1.4244,0,3,0,0,14,14,14,1,N1-7640_Rec.png,1,N1-7640_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.4001,1,3,1,,,,,,,,,,j,2.335,1,1,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,1,E1-9253_Rec.png,1,E1-9253_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,1.0549,0,3,0,0,16,16,16,1,N2-6570_2_Rec.png,0,N2-6570_2Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.0848,1,3,1,,,,,,,,,,j,1.8873,1,1,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,1,E1-9250_Rec.png,1,E1-9250Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.0168,1,3,1,,,,,,,,,,d,1.6208,0,1,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,E1-9600_Rec.png,1,E1-9600_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,0.8202,1,3,1,,,,,,,,,,s,3.2552,0,2,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,1,N1-1947_Rec.png,1,N1-1947_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,BlockFive.csv,Src_BlockFive.csv
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.0228,1,3,1,,,,,,,,,,d,2.6217,0,1,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,E1-9810_Rec.png,1,E1-9810Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,3.1658,1,2,1,,,,,,,,,,l,1.9818,1,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,N1-2593_Rec.png,1,N1-2593Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,2.3321,0,2,0,0,2,2,2,1,E1-9830_Rec.png,1,E1-9830_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,1.6242,0,3,0,0,3,3,3,1,N2-2200_Rec.png,0,N2-2200_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,4.6556,1,3,1,,,,,,,,,,l,1.7998,1,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,N1-8041_Rec.png,1,N1-8041Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.8678,1,3,1,,,,,,,,,,j,1.7021,1,1,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,E1-9180_Rec.png,1,E1-9180Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,1.2684,0,3,0,0,6,6,6,1,N2-2620_Rec.png,0,N2-2620_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,1.7945,0,2,0,0,7,7,7,1,E2-3266_Rec.png,0,E2-3266_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,3.1002,0,2,0,0,8,8,8,1,N2-2270_Rec.png,0,N2-2270Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.1913,1,3,1,,,,,,,,,,d,4.8202,0,1,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,N1-2240_Rec.png,1,N1-2240_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,1.8393,1,2,1,,,,,,,,,,l,0.9239,1,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,N2-5779_Rec.png,0,N2-5779Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,0.8991,1,3,1,,,,,,,,,,l,1.2338,1,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,E1-1274_Rec.png,1,E1-1274Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,1.5335,0,2,0,0,12,12,12,1,E2-9921_Rec.png,0,E2-9921_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.0128,1,3,1,,,,,,,,,,j,2.3637,1,1,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,E1-2717_Rec.png,1,E1-2717Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,0.9701,1,3,1,,,,,,,,,,j,3.203,1,1,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,N1-5994_Rec.png,1,N1-5994_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.168,1,3,1,,,,,,,,,,k,1.5695,1,2,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,1,N1-5410_Rec.png,1,N1-5410Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,0.9307,0,3,0,0,16,16,16,1,E2-2683_Rec.png,0,E2-2683_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,0.9573,0,3,0,0,17,17,17,1,N2-2579_Rec.png,0,N2-2579_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,j,1.5608,1,1,1,,,,,,,,,,j,1.2376,1,1,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,E2-6243_Rec.png,0,E2-6243Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,1.8876,0,3,0,0,19,19,19,1,E2-9424_Rec.png,0,E2-9424_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,261,1,2023-12-08_09h06.17.451,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,BlockSix.csv,Src_BlockSix.csv
