Instructions_Loop.thisRepN,Instructions_Loop.thisTrialN,Instructions_Loop.thisN,Instructions_Loop.thisIndex,Instructions_Loop.ran,Top,Top_Bottom,TBMT_int,Middle_Top,Middle,Middle_Bottom,Bottom_Top,Bottom,Photo,participant,session,date,expName,psychopyVersion,OS,frameRate,Redo_Instructions_Resp.keys,Redo_Instructions_Resp.rt,Nback_Transition_Resp_Enc.keys,Nback_Transition_Resp_Enc.rt,Encoding_Resp.keys,Encoding_Resp.corr,Encoding_Resp.rt,Practice_Blocks.thisRepN,Practice_Blocks.thisTrialN,Practice_Blocks.thisN,Practice_Blocks.thisIndex,Practice_Blocks.ran,Scene,encAns,Practice_Enc_Break_Resp.keys,Practice_Enc_Break_Resp.rt,Practice_Enc_Break_Loop.thisRepN,Practice_Enc_Break_Loop.thisTrialN,Practice_Enc_Break_Loop.thisN,Practice_Enc_Break_Loop.thisIndex,Practice_Enc_Break_Loop.ran,Practice_Loop_Order.thisRepN,Practice_Loop_Order.thisTrialN,Practice_Loop_Order.thisN,Practice_Loop_Order.thisIndex,Practice_Loop_Order.ran,practiceFile,Nback_Transition_Resp.keys,Nback_Transition_Resp.rt,Nback_Resp.keys,Nback_Resp.corr,Nback_Resp.rt,Practice_DBack_Loop.thisRepN,Practice_DBack_Loop.thisTrialN,Practice_DBack_Loop.thisN,Practice_DBack_Loop.thisIndex,Practice_DBack_Loop.ran,thisAlphaNum,ANAns,Color,Practice_DBlock_Loop.thisRepN,Practice_DBlock_Loop.thisTrialN,Practice_DBlock_Loop.thisN,Practice_DBlock_Loop.thisIndex,Practice_DBlock_Loop.ran,ANOrder,BlockTitle,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,Blocks.ran,AttnResp_keys.keys,AttnResp_keys.rt,Enc_Break_Resp.keys,Enc_Break_Resp.rt,Enc_Break_Loop.thisRepN,Enc_Break_Loop.thisTrialN,Enc_Break_Loop.thisN,Enc_Break_Loop.thisIndex,Enc_Break_Loop.ran,AttnCheck,Group_Order.thisRepN,Group_Order.thisTrialN,Group_Order.thisN,Group_Order.thisIndex,Group_Order.ran,blockFile,attnFile,Enc_Break_Loop2.thisRepN,Enc_Break_Loop2.thisTrialN,Enc_Break_Loop2.thisN,Enc_Break_Loop2.thisIndex,Enc_Break_Loop2.ran,DBack_Loop.thisRepN,DBack_Loop.thisTrialN,DBack_Loop.thisN,DBack_Loop.thisIndex,DBack_Loop.ran,DBlock_Loop.thisRepN,DBlock_Loop.thisTrialN,DBlock_Loop.thisN,DBlock_Loop.thisIndex,DBlock_Loop.ran
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""1"",""3"",""4"",""5""]","[17.423199999995518,23.035199999995484,23.55979999999704,24.004299999996988]",space,2.1078,0,0,0,0,1,Attn_Colored.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,BlockOne.csv,ColorCheck.csv,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,q,1,2.2141,,,,,,N1-5471comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,q,1,1.2947,,,,,,E1-9830comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,q,0,1.4426,,,,,,N1-2500comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,1.8925,,,,,,E1-9253comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,q,1,1.5893,,,,,,N1-1670comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,q,1,1.908,,,,,,E1-3220comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,1.7085,,,,,,N1-2597comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,q,1,1.2091,,,,,,E1-2800comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,q,1,1.2142,,,,,,E1-3068comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,q,1,2.5237,,,,,,N1-5410comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,1.7088,,,,,,N1-5390comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,q,1,1.5408,,,,,,E1-3160comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,2.5389,,,,,,N1-7495comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,q,1,3.1425,,,,,,E1-2717comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,q,0,3.0626,,,,,,E1-1525comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,2.9751,,,,,,N1-2605comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,1.6293,,,,,,N1-2870comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,q,0,1.8077,,,,,,E1-2352_2comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,q,1,2.5495,,,,,,N1-2383comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,q,1,2.8136,,,,,,E1-9600comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.9321,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,BlockTwo.csv,ColorCheck.csv,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,0,,,,,,,E1-3280comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,q,1,1.474,,,,,,N1-9070comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,1.6319,,,,,,N1-8041comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,q,0,1.0316,,,,,,E1-3550comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,0.9095,,,,,,N1-7503comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,0.7747,,,,,,E1-3168comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,2,,,,,,N1-8311comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,1.2308,,,,,,N1-5731comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,q,1,1.3921,,,,,,E1-3061comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,q,1,1.2485,,,,,,E1-6212comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,q,1,0.99,,,,,,N1-1947comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,q,1,1.3229,,,,,,E1-1274comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,0,1.6648,,,,,,E1-9561comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,1.4748,,,,,,N1-2485comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,0,2.1261,,,,,,E1-9250comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,1.0975,,,,,,N1-2240comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,q,1,0.8568,,,,,,N1-9210comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,1.2652,,,,,,E1-9810comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,1.0069,,,,,,E1-2691comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,q,0,1.9098,,,,,,N1-2593comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.6134,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,BlockThree.csv,ColorCheck.csv,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.4227,a,1,0.7177,,,,,,E,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.5995,,,,,,1,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.7159,,,,,,6,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.565,,,,,,O,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.588,,,,,,5,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.6672,,,,,,7,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.6972,,,,,,8,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.6468,,,,,,6,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.5644,,,,,,Z,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6335,,,,,,B,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.664,,,,,,5,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6318,,,,,,G,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.6677,,,,,,5,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.0243,,,,,,D,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.2975,,,,,,P,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.7676,,,,,,2,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.5726,,,,,,7,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.6315,,,,,,7,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.5731,,,,,,K,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.673,,,,,,D,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.8977,,,,,,I,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.6133,,,,,,7,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.5714,,,,,,R,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6572,,,,,,E,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.5659,,,,,,8,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6006,,,,,,T,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.1477,,,,,,0,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,26,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.5977,,,,,,Q,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,27,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.6204,,,,,,1,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,28,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.6568,,,,,,2,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,29,1,,,,,
,,,,,,,,,,,,,,243,1,2023-11-07_08h07.48.849,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.2006,,,,,,3,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,30,1,,,,,
